"sample_id","hit_id_5","x_5","y_5","z_5","rho_5","eta_5","phi_5","volume_id_5","layer_id_5","module_id_5","value_5"
418,57896,-119.421997070312,-233.578002929688,-59.2000007629395,262.336242675781,-0.223791837692261,-2.04342126846313,13,2,367,2
437,59174,-229.147003173828,124.684997558594,109.599998474121,260.872955322266,0.408658057451248,2.64326977729797,13,2,477,2
440,58368,-203.281005859375,-162.707992553711,-40.2000007629395,260.378692626953,-0.153783544898033,-2.46660232543945,13,2,405,1
472,57838,-251.322998046875,-60.7540016174316,-89.1999969482422,258.561981201172,-0.338484317064285,-2.90440607070923,13,2,362,1
480,58144,129,225.514999389648,-89.1999969482422,259.803802490234,-0.336925119161606,1.05120146274567,13,2,387,1
487,59103,-66.8914031982422,250.796005249023,61,259.563262939453,0.23289892077446,1.83144509792328,13,2,472,2
488,58989,251.602996826172,57.4860000610352,91.5999984741211,258.086608886719,0.347861438989639,0.224623322486877,13,2,462,1
493,58134,158.447006225586,207.455993652344,-101.199996948242,261.04296875,-0.378568232059479,0.918545544147492,13,2,386,1
494,57822,-258.385986328125,-29.8271007537842,-50.7999992370605,260.101867675781,-0.194087311625481,-3.02666521072388,13,2,361,2
500,58398,-147.212997436523,-214.057998657227,-36.5999984741211,259.793182373047,-0.140419319272041,-2.17323637008667,13,2,407,1
516,58576,236.660995483398,120,29.3999996185303,265.345855712891,0.110573284327984,0.469275176525116,13,2,423,2
523,58567,261.648010253906,33.8527984619141,-31.7999992370606,263.828918457031,-0.120242610573769,0.128668189048767,13,2,421,1
524,58881,64.2211990356445,-251.024993896484,121.599998474121,259.109832763672,0.453584909439087,-1.32033264636993,13,2,452,2
526,58662,25.5722007751465,259.518005371094,-3,260.774871826172,-0.01150390971452,1.47257614135742,13,2,430,1
537,75960,201.253005981445,160.352005004883,-134.199996948242,257.323791503906,-0.500378131866455,0.672767281532288,13,2,385,2
541,77403,-255.619003295898,49.8478012084961,80.8000030517578,260.434020996094,0.305478096008301,2.94900155067444,13,2,479,2
550,76975,23.2705001831055,-257.9169921875,100.400001525879,258.964630126953,0.378588885068893,-1.48081517219543,13,2,451,3
554,76499,261.983001708984,38.5208015441895,37.7999992370605,264.799835205078,0.142268940806389,0.145989418029785,13,2,421,2
556,75991,117.616996765137,235.098007202148,-104.800003051758,262.877960205078,-0.388794660568237,1.10691738128662,13,2,387,1
557,75723,-14.6618003845215,-259.010009765625,-124,259.424652099609,-0.461431175470352,-1.62734305858612,13,2,370,1
560,76335,38.9597015380859,-262.014007568359,-3,264.894714355469,-0.0113248862326145,-1.423184633255,13,2,411,1
564,77030,131.647994995117,-221.852005004883,128.800003051758,257.971923828125,0.480567008256912,-1.03524053096771,13,2,454,2
566,75758,103.669998168945,-237.647994995117,-77.1999969482422,259.276000976562,-0.29351931810379,-1.15944945812225,13,2,373,1
580,76595,122.672996520996,234.718994140625,-31.7999992370606,264.842742919922,-0.119784593582153,1.08920300006866,13,2,427,1
587,76666,-12.6270999908447,260.128997802734,41.4000015258789,260.435302734375,0.15830260515213,1.61929988861084,13,2,431,1
598,76591,129.587997436523,228.897003173828,42.5999984741211,263.033996582031,0.16125650703907,1.05564522743225,13,2,427,1
611,76050,-22.6056003570557,257.868988037109,-73.5999984741211,258.857940673828,-0.280627936124802,1.65823590755463,13,2,391,1
616,75815,196.632995605469,-167.822998046875,-67.5999984741211,258.513244628906,-0.258603185415268,-0.706512868404388,13,2,376,1
619,76019,0.753153026103973,262.246002197266,-61.5999984741211,262.247100830078,-0.232784733176231,1.56792438030243,13,2,390,2
623,76767,-203.871994018555,165.475997924805,-48.5999984741211,262.575866699219,-0.184048444032669,2.45977854728699,13,2,436,1
636,77110,245.283004760742,-75.3097991943359,131.199996948242,256.583953857422,0.49132576584816,-0.297895878553391,13,2,459,1
641,76369,95.4219970703125,-242.746002197266,-16.2000007629395,260.827484130859,-0.0620701313018799,-1.19625759124756,13,2,413,1
645,76055,-70.1993026733398,250.511993408203,-118,260.161865234375,-0.439297407865524,1.84401214122772,13,2,392,2
655,75690,-147.787994384766,-209.697006225586,-70,256.542633056641,-0.269581913948059,-2.18471598625183,13,2,367,1
662,76191,-252.86799621582,-77.4356002807617,17.3999996185303,264.458862304688,0.0657473057508469,-2.84443068504333,13,2,402,2
687,64510,-81.3582000732422,249.554000854492,78.4000015258789,262.481170654297,0.294416189193726,1.88594543933868,13,2,472,2
689,64516,-82.394401550293,249.464996337891,72.4000015258789,262.719665527344,0.2722048163414,1.88980031013489,13,2,472,2
697,64491,-29.0690002441406,258.332000732422,61.5999984741211,259.962371826172,0.234794110059738,1.68285071849823,13,2,471,1
702,63384,163.710998535156,201.378997802734,-107.199996948242,259.528015136719,-0.402131378650665,0.88820892572403,13,2,386,2
726,63270,202.981002807617,-162.322998046875,-68.1999969482422,259.903930664062,-0.259482830762863,-0.674555242061615,13,2,376,2
733,63573,-259.934997558594,-9.91403961181641,29.3999996185303,260.123992919922,0.112783767282963,-3.10347056388855,13,2,401,1
736,63167,-87.6802978515625,-245.60400390625,-92.8000030517578,260.785675048828,-0.348735988140106,-1.91369235515594,13,2,368,1
739,63795,227.608993530273,-131.11799621582,-29.3999996185303,262.674285888672,-0.1116933375597,-0.522635698318481,13,2,417,1
751,63912,169.876998901367,198.792999267578,47.4000015258789,261.489685058594,0.180290818214417,0.863671183586121,13,2,426,1
765,63699,-50.103401184082,-258.717010498047,-29.3999996185303,263.523895263672,-0.111334629356861,-1.76208937168121,13,2,409,2
767,64060,-205.384002685547,164.167007446289,-30.6000003814697,262.932312011719,-0.116118654608727,2.4672679901123,13,2,436,1
770,63485,-91.0123977661133,240.781997680664,-67.5999984741211,257.40869140625,-0.25968861579895,1.93218290805817,13,2,393,1
796,63936,101.638999938965,240.649002075195,-42.5999984741211,261.232513427734,-0.162358865141869,1.17116928100586,13,2,428,1
800,63144,-139.40299987793,-216.755996704102,-73.5999984741211,257.713714599609,-0.281841903924942,-2.14232921600342,13,2,367,1
829,63226,115.16300201416,-234.802001953125,-70,261.523406982422,-0.264565348625183,-1.11480283737183,13,2,373,1
836,63787,221.399993896484,132.716995239258,121.599998474121,258.131286621094,0.45519483089447,0.540010929107666,13,2,464,1
837,63775,236.945999145508,106.504997253418,114.400001525879,259.782073974609,0.42725133895874,0.422430217266083,13,2,463,2
850,63056,-200.764999389648,-166.748992919922,-7.80000019073486,260.982391357422,-0.0298826694488525,-2.44848871231079,13,2,405,2
861,63205,248.623001098633,-88.4173965454102,-7.80000019073486,263.876922607422,-0.0295548383146524,-0.341680139303207,13,2,418,1
865,63799,205.270004272461,153.899993896484,65.1999969482422,256.555999755859,0.251476496458054,0.643337368965149,13,2,465,1
881,63626,-15.2073001861572,-258.882995605469,107.199996948242,259.329284667969,0.402423977851868,-1.62947082519531,13,2,450,1
890,63343,66.8927001953125,251.901000976562,-1.79999995231628,260.631439208984,-0.00690620997920632,1.31123530864716,13,2,429,1
896,62789,224.108993530273,126.305999755859,-89.8000030517578,257.250946044922,-0.342348873615265,0.513218462467194,13,2,384,2
900,62838,91.071403503418,243.559005737305,-50.7999992370605,260.028839111328,-0.19414110481739,1.21297347545624,13,2,388,2
911,62649,12.7109003067017,-257.161010742188,-107.199996948242,257.474975585938,-0.405173808336258,-1.52140867710114,13,2,371,1
930,63971,-260.523986816406,8.15554046630859,70,260.651611328125,0.26543003320694,3.11029839515686,13,2,480,2
931,63970,-261.338989257812,4.64914989471436,108.400001525879,261.380340576172,0.403668820858002,3.12380480766296,13,2,480,2
938,62765,252.615997314453,45.6893997192383,-86.8000030517578,256.714569091797,-0.331986635923386,0.178930699825287,13,2,382,1
944,62872,-8.53491973876953,256.861999511719,-57.5999984741211,257.003753662109,-0.222286120057106,1.60401177406311,13,2,391,3
950,72309,173.298004150391,190.313995361328,-88,257.393890380859,-0.335555762052536,0.83216118812561,13,2,386,2
955,72773,249.160003662109,-87.5268020629883,49.7999992370605,264.086456298828,0.187474444508553,-0.337821394205093,13,2,418,1
959,73539,-120.926002502441,226.38200378418,91.5999984741211,256.655242919922,0.349726170301437,2.06140327453613,13,2,474,1
962,73309,238.703994750977,-99.1206970214844,59.2000007629395,258.465667724609,0.227087140083313,-0.393579334020615,13,2,458,1
965,72855,220.315002441406,142.906005859375,-35.4000015258789,262.603942871094,-0.134398698806763,0.575421392917633,13,2,424,1
977,72142,102.310997009277,-237.983993530273,-109.599998474121,259.044250488281,-0.411390960216522,-1.1647766828537,13,2,373,2
983,72652,-6.36499977111816,-263.985992431641,35.4000015258789,264.062713623047,0.133660688996315,-1.59490275382996,13,2,410,2
996,72456,-180.680999755859,188.59700012207,-123.599998474121,261.178955078125,-0.45714870095253,2.33476138114929,13,2,395,3
998,72763,225.315994262695,-133.841003417969,33,262.070037841797,0.125590160489082,-0.53600686788559,13,2,417,2
1000,73031,-211.128005981445,159.190002441406,-13.8000001907349,264.417266845703,-0.0521665513515472,2.49553799629211,13,2,436,1
1029,73003,-130.563003540039,225.529998779297,-0.599996984004974,260.596374511719,-0.0023023784160614,2.09556865692139,13,2,434,2
1030,72960,-29.1448001861572,261.311004638672,-7.80000019073486,262.931274414062,-0.0296611953526735,1.68187022209167,13,2,431,1
1031,72976,-77.3559036254883,252.875,-31.7999992370606,264.442260742188,-0.119965098798275,1.86766231060028,13,2,432,2
1033,72360,50.9225997924805,255.182998657227,-60.4000015258789,260.214294433594,-0.230080962181091,1.37383031845093,13,2,389,1
1034,73215,-36.4403991699219,-253.945007324219,97.5999984741211,256.546234130859,0.371812134981155,-1.71332061290741,13,2,450,2
1036,73451,80.8639984130859,249.714996337891,59.2000007629395,262.481536865234,0.223670065402985,1.25762736797333,13,2,468,2
1063,72793,249.990997314453,-71.5997009277344,-9,260.042327880859,-0.0346028208732605,-0.278941929340362,13,2,419,2
1077,73101,-249.434005737305,-82.7530975341797,59.2000007629395,262.802978515625,0.223400980234146,-2.82125568389893,13,2,442,1
1104,65318,-259.544006347656,-4.44801998138428,42.5999984741211,259.582122802734,0.163381993770599,-3.12445640563965,13,2,401,2
1120,65785,-245.255996704102,94.0005035400391,-34.2000007629394,262.653015136719,-0.129844665527344,2.77558708190918,13,2,438,2
1124,64882,-98.0932006835938,-239.324005126953,-61,258.64697265625,-0.233709275722504,-1.9597874879837,13,2,368,2
1134,65749,-181.792007446289,191.399002075195,-5.40000009536743,263.973297119141,-0.0204551257193089,2.33045744895935,13,2,435,1
1135,65779,-224.748992919922,134.514007568359,-23.3999996185303,261.927703857422,-0.0892191678285599,2.60227108001709,13,2,437,2
1143,65397,-80.6419982910156,-253.313003540039,-25.7999992370606,265.839447021484,-0.0968993008136749,-1.87900114059448,13,2,408,2
1156,65190,-10.7559003829956,257.02099609375,-60.4000015258789,257.245941162109,-0.23268923163414,1.61262023448944,13,2,391,2
1157,64957,171.151000976562,-194.529998779297,-112,259.103424072266,-0.419818580150604,-0.849244058132172,13,2,375,1
1159,65651,119.36799621582,237.501007080078,37.7999992370605,265.810913085938,0.14173136651516,1.10507094860077,13,2,427,1
1161,66044,257.433013916016,-21.4409008026123,61.5999984741211,258.324340820312,0.236255943775177,-0.0830955132842064,13,2,460,1
1195,65384,-83.5192031860352,-251.576995849609,13.8000001907349,265.078186035156,0.0520365722477436,-1.89133071899414,13,2,408,2
1200,66158,137.505996704102,218.352996826172,70,258.042510986328,0.26805168390274,1.00879442691803,13,2,467,1
1209,67618,-97.4080963134766,-239.736999511719,109.599998474121,258.770477294922,0.411803156137466,-1.9567323923111,13,2,448,1
1220,67437,-180.738998413086,192.054992675781,-43.7999992370605,263.7265625,-0.165326878428459,2.32584929466248,13,2,435,2
1229,67978,-234.779006958008,105.628997802734,58,257.446441650391,0.223426103591919,2.71881508827209,13,2,478,1
1287,67204,197.281997680664,-171.186004638672,16.2000007629395,261.198852539062,0.0619820654392242,-0.714693307876587,13,2,416,1
1288,67780,256.532989501953,3.93336009979248,82,256.563140869141,0.314404010772705,0.015331563539803,13,2,461,1
1290,67160,94.8784027099609,-242.880004882812,-19.7999992370605,260.753936767578,-0.0758608803153038,-1.19838571548462,13,2,413,1
1292,67084,-85.8142013549805,-250.192993164062,-18.6000003814697,264.500671386719,-0.0702633112668991,-1.9012143611908,13,2,408,1
1342,73042,183.966003417969,-178.798004150391,70,256.538909912109,0.269585847854614,-0.771152973175049,13,2,456,2
1348,72835,-249.998992919922,-76.1772994995117,78.4000015258789,261.347412109375,0.295657575130463,-2.84581995010376,13,2,442,2
1365,73183,134.445999145508,220.929000854492,134.800003051758,258.622009277344,0.5001140832901,1.02411484718323,13,2,467,1
1367,71751,-175.680999755859,-187.563003540039,-72.4000015258789,256.989685058594,-0.27812385559082,-2.32349538803101,13,2,366,1
1378,72565,252.690002441406,79.5078964233398,-0.599996984004974,264.903259277344,-0.00226491293869913,0.304838746786118,13,2,422,2
1393,72124,26.271900177002,256.309997558594,-86.1999969482422,257.652923583984,-0.328612327575684,1.46865260601044,13,2,390,2
1405,73086,257.106994628906,-22.8433990478516,79.5999984741211,258.119781494141,0.303694069385529,-0.0886151492595673,13,2,460,1
1471,65227,85.0606002807617,250.647994995117,-23.3999996185303,264.68798828125,-0.0882911831140518,1.24362909793854,13,2,428,1
1479,65728,152.919998168945,213.835006713867,128.800003051758,262.8876953125,0.47219854593277,0.949987471103668,13,2,466,2
1486,65789,23.9342994689941,256.85400390625,55.5999984741211,257.966705322266,0.213896885514259,1.47788214683533,13,2,470,1
1516,64885,-259.846008300781,-8.67720031738281,45,259.990844726562,0.172230273485184,-3.10821151733398,13,2,401,2
1535,65897,-234.695999145508,105.765998840332,118,257.427001953125,0.443681597709656,2.71819734573364,13,2,478,1
1540,64990,-36.0914001464844,-257.071014404297,-4.19999980926514,259.592163085938,-0.0161785148084164,-1.71027934551239,13,2,410,1
1543,65682,214.440994262695,149.186996459961,83.1999969482422,261.231140136719,0.313339293003082,0.607835471630096,13,2,464,2
1556,64781,-54.4570999145508,251.863006591797,-120.400001525879,257.683044433594,-0.451720535755158,1.78373551368713,13,2,392,1
1560,65099,251.639007568359,-83.4164962768555,51,265.104705810547,0.191209599375725,-0.320093095302582,13,2,418,1
1561,64402,-238.695999145508,-99.4380035400391,-80.8000030517578,258.580139160156,-0.307601809501648,-2.74686813354492,13,2,363,2
1578,64874,-257.632995605469,20.5837993621826,-95.1999969482422,258.453979492188,-0.360485702753067,3.06186628341675,13,2,400,1
1582,65648,261.085998535156,-5.74001979827881,103.599998474121,261.149078369141,0.386977344751358,-0.0219816286116838,13,2,460,2
1585,65365,-219.699996948242,140.511993408203,-23.3999996185303,260.790557861328,-0.0896071419119835,2.572589635849,13,2,437,2
1592,62135,123.09400177002,230.486999511719,88,261.297515869141,0.330719143152237,1.08027303218842,13,2,467,2
1600,62034,230.281005859375,-123.338996887207,104.800003051758,261.231384277344,0.39112788438797,-0.491722047328949,13,2,457,2
1601,61006,-79.973503112793,-250.251998901367,-83.1999969482422,262.720031738281,-0.31161892414093,-1.88011085987091,13,2,368,2
1640,61773,-144.343002319336,219.707992553711,19.7999992370605,262.881164550781,0.0752482041716576,2.15206050872803,13,2,434,2
1665,61191,211.90299987793,155.192993164062,-65.1999969482422,262.655181884766,-0.245752945542336,0.632126986980438,13,2,384,3
1675,62132,142.188003540039,214.410995483398,118,257.273193359375,0.443930774927139,0.985227942466736,13,2,467,2
1708,60032,-226.50700378418,-120.630996704102,65.1999969482422,256.626678466797,0.251408755779266,-2.65222930908203,13,2,444,1
1716,59722,212.337005615234,-158.141998291016,-40.2000007629395,264.756286621094,-0.151260316371918,-0.640144824981689,13,2,416,1
1720,59812,219.255996704102,145.412002563477,16.2000007629395,263.092834472656,0.0615363530814648,0.585603296756744,13,2,424,1
1724,60290,196.813003540039,167.483001708984,92.8000030517578,258.429718017578,0.351790815591812,0.705060005187988,13,2,465,1
1728,60324,60.336498260498,251.360992431641,134.800003051758,258.501159667969,0.500330150127411,1.3352142572403,13,2,469,1
1772,59910,-51.1323013305664,255.126007080078,29.3999996185303,260.199523925781,0.112751141190529,1.76859545707703,13,2,432,2
1776,60239,250.757995605469,67.3298034667969,110.800003051758,259.639892578125,0.414751410484314,0.262317985296249,13,2,462,2
1795,59505,-211.386001586914,155.041000366211,-128.199996948242,262.148345947266,-0.471383810043335,2.50876808166504,13,2,396,2
1800,82574,-15.5190000534058,-258.811004638672,-80.8000030517578,259.275848388672,-0.306801289319992,-1.63068723678589,13,2,370,1
1807,83604,-165.729995727539,201.399002075195,39,260.82177734375,0.148975729942322,2.25934195518494,13,2,435,2
1810,83083,-220.516998291016,-142.427001953125,4.19999980926514,262.513214111328,0.0159985236823559,-2.5681209564209,13,2,404,2
1811,83469,140.664993286133,219.570999145508,53.4000015258789,260.764373779297,0.203377678990364,1.00103235244751,13,2,427,1
1851,83072,-245.167999267578,-85.6373977661133,-34.2000007629394,259.694274902344,-0.131315559148788,-2.8055408000946,13,2,403,1
1855,83286,161.248001098633,-204.190002441406,41.4000015258789,260.181610107422,0.158455684781075,-0.902370095252991,13,2,415,2
1857,83455,163.276000976562,206.410995483398,51,263.181610107422,0.19258975982666,0.901552736759186,13,2,426,1
1870,82711,251.99299621582,-58.779899597168,-106.599998474121,258.757690429688,-0.401124656200409,-0.229162439703941,13,2,379,2
1900,83113,-161.022994995117,-209.011001586914,-40.2000007629395,263.844665527344,-0.151778906583786,-2.22722887992859,13,2,406,1
1911,82903,-54.6165008544922,251.848999023438,-85,257.703094482422,-0.324131369590759,1.78435158729553,13,2,392,2
1918,84130,101.894996643066,237.031005859375,78.4000015258789,258.004425048828,0.299378603696823,1.16479921340942,13,2,468,2
1926,82868,40.507999420166,259.411010742188,-61.5999984741211,262.5546875,-0.232517018914223,1.4158935546875,13,2,389,2
1946,82980,-247.546005249023,84.4606018066406,-103,261.558044433594,-0.384267121553421,2.81278657913208,13,2,398,2
1967,83861,34.3754997253418,-258.712005615234,96.4000015258789,260.985778808594,0.361447036266327,-1.43869841098785,13,2,451,2
1987,83737,-212.97200012207,-152.662994384766,95.5999984741211,262.036376953125,0.357190936803818,-2.51966571807861,13,2,444,3
1990,83623,-190.539993286133,177.026992797852,-24.6000003814697,260.084686279297,-0.0944441482424736,2.39294147491455,13,2,436,2
2003,71545,243.457000732422,92.548698425293,-24.6000003814697,260.454559326172,-0.0943104028701782,0.36327275633812,13,2,423,1
2012,71426,188.755996704102,-178.572998046875,-22.2000007629395,259.840606689453,-0.0853333920240402,-0.757683515548706,13,2,416,1
2025,71652,-43.627799987793,262.347991943359,-12.6000003814697,265.950836181641,-0.0473594926297665,1.73558568954468,13,2,431,2
2049,72053,250.464004516602,70.7572021484375,101.199996948242,260.266784667969,0.379646062850952,0.27532958984375,13,2,462,2
2061,71075,-144.311004638672,216.501007080078,-134.399993896484,260.189056396484,-0.495963126420975,2.15872550010681,13,2,394,3
2086,71988,224.639007568359,-130.039993286133,128.199996948242,259.563262939453,0.475755155086517,-0.524748563766479,13,2,457,2
2089,70826,199.203002929688,-165.59700012207,-90.4000015258789,259.044799804688,-0.342253297567368,-0.693535685539246,13,2,376,2
2092,71874,-138.729995727539,-217.322006225586,60.4000015258789,257.827209472656,0.232173904776573,-2.13894605636597,13,2,447,1
2094,70898,259.390991210938,-13.0255002975464,-101.800003051758,259.717834472656,-0.382563591003418,-0.0501735545694828,13,2,380,2
2105,71071,-109.443000793457,236.218994140625,-126,260.340515136719,-0.466838836669922,2.0046648979187,13,2,393,3
2110,71827,-196.432998657227,-168.093994140625,74.8000030517578,258.537261962891,0.285428613424301,-2.43378019332886,13,2,445,1
2118,71180,-261.610992431641,3.48035001754761,-137.199996948242,261.634124755859,-0.502925515174866,3.12828993797302,13,2,400,2
2121,70784,108.330001831055,-236.494003295898,-49.5999984741211,260.124603271484,-0.189540818333626,-1.14125454425812,13,2,373,1
2124,71840,-196.220993041992,-168.434005737305,58.5999984741211,258.597564697266,0.22471110522747,-2.43224835395813,13,2,445,2
2125,70746,-49.1805992126465,-255.889999389648,-86.8000030517578,260.5732421875,-0.327239960432053,-1.76067531108856,13,2,369,2
2134,71436,211.326995849609,-150.457000732422,28.2000007629394,259.415496826172,0.108492963016033,-0.618709802627563,13,2,417,1
2147,71089,-176.345993041992,191.296005249023,-95.1999969482422,260.177001953125,-0.358195722103119,2.31555223464966,13,2,395,2
2152,72249,-239.399993896484,-108.93399810791,-21,263.018951416016,-0.0797574818134308,-2.71456432342529,13,2,403,1
2155,72105,-57.246898651123,251.623992919922,-53.2000007629395,258.053955078125,-0.204725369811058,1.79449820518494,13,2,392,1
2162,71839,185.537994384766,-177.436004638672,-110.800003051758,256.725311279297,-0.419203519821167,-0.763080716133118,13,2,376,2
2166,71674,-213.289001464844,-151.914001464844,-101.199996948242,261.858856201172,-0.377441704273224,-2.52269577980042,13,2,364,2
2184,72159,-211.216995239258,145.981994628906,-56.7999992370605,256.755432128906,-0.219456434249878,2.53683304786682,13,2,397,2
2200,72272,-224.035995483398,-134.100006103516,-37.7999992370605,261.103302001953,-0.144269362092018,-2.60222935676575,13,2,404,2
2231,72831,-241.233001708984,-89.1875,92.8000030517578,257.192077636719,0.353416591882706,-2.78746318817139,13,2,443,2
2234,72298,-179.095993041992,-188.151992797852,-28.2000007629394,259.762481689453,-0.108348578214645,-2.33154058456421,13,2,406,1
2243,72524,252.289993286133,84.1707992553711,43.7999992370605,265.960479736328,0.163950651884079,0.322015017271042,13,2,422,1
2248,72266,-215.550994873047,-154.180999755859,-12.6000003814697,265.016998291016,-0.0475261546671391,-2.52067995071411,13,2,404,1
2259,72051,52.7509994506836,254.440994262695,-55.2000007629395,259.851684570312,-0.210862755775452,1.36637115478516,13,2,389,3
2267,71962,217.75700378418,141.339004516602,-109.599998474121,259.605133056641,-0.410548985004425,0.57571941614151,13,2,384,1
2277,71927,251.74299621582,55.8520011901855,-130,257.864288330078,-0.484912544488907,0.218324884772301,13,2,382,2
2290,72514,252.830001831055,77.8739013671875,30.6000003814697,264.551239013672,0.115411214530468,0.298788160085678,13,2,422,1
2295,73019,244.074996948242,-90.2149963378906,72.4000015258789,260.214050292969,0.274762213230133,-0.354045629501343,13,2,458,1
2298,72346,-58.738899230957,-255.210998535156,-11.3999996185303,261.883392333984,-0.04351706802845,-1.79701483249664,13,2,409,1
2299,71812,142.259994506836,-217.36799621582,-59.2000007629395,259.782135009766,-0.225955501198769,-0.991287887096405,13,2,374,2
2303,73089,186.559997558594,183.951995849609,77.1999969482422,261.998046875,0.290553331375122,0.778359353542328,13,2,465,2
2311,69289,185.024002075195,-177.880996704102,-59.2000007629395,256.662292480469,-0.228655442595482,-0.76571786403656,13,2,376,1
2313,69252,120.888999938965,-226.397994995117,-66.4000015258789,256.651916503906,-0.255913496017456,-1.08034598827362,13,2,374,2
2326,69501,-97.1859970092773,239.253005981445,-110.800003051758,258.238494873047,-0.416880428791046,1.95664119720459,13,2,393,2
2328,70106,-179.619003295898,192.751998901367,-10.1999998092651,263.469757080078,-0.0387043915688992,2.32094049453735,13,2,435,1
2331,69147,-130.957992553711,-223.865997314453,-86.8000030517578,259.356872558594,-0.328721672296524,-2.10010147094727,13,2,367,1
2334,69061,-250.419998168945,-71.2752990722656,-128.800003051758,260.365783691406,-0.476455986499786,-2.86430215835571,13,2,362,1
2337,70074,-72.4140014648438,253.29899597168,16.2000007629395,263.446716308594,0.0614538230001926,1.8492523431778,13,2,432,2
2379,69505,-120.705001831055,226.475006103516,-56.7999992370605,256.633239746094,-0.219559237360954,2.06047296524048,13,2,394,1
2397,69841,212.770004272461,-148.74299621582,-41.4000015258789,259.606536865234,-0.158803775906563,-0.610107421875,13,2,417,1
2410,70070,-65.7185974121094,253.873992919922,21,262.242126464844,0.07999337464571,1.82409918308258,13,2,432,2
